time_less_than,mem_less_than,y_memAvg(MB),y_time(sec),y_sol(keuro),y_nTraces,y_PV_mean,y_PV_std,y_Load_mean,y_Load_std,embedding_time,solve_time
5,87,no_sol,no_sol,no_sol,no_sol,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.915031909942627,0.16995787620544434
5,87,no_sol,no_sol,no_sol,no_sol,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.915031909942627,0.17339873313903809
5,87,no_sol,no_sol,no_sol,no_sol,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.915031909942627,0.16862249374389648
5,87,no_sol,no_sol,no_sol,no_sol,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.915031909942627,0.17132782936096191
5,87,no_sol,no_sol,no_sol,no_sol,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.915031909942627,0.18151426315307617
5,87,no_sol,no_sol,no_sol,no_sol,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.915031909942627,0.15400457382202148
5,87,no_sol,no_sol,no_sol,no_sol,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,19.915031909942627,0.16421890258789062
5,87,no_sol,no_sol,no_sol,no_sol,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,19.915031909942627,0.15738201141357422
5,87,no_sol,no_sol,no_sol,no_sol,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,19.915031909942627,0.17060232162475586
5,87,no_sol,no_sol,no_sol,no_sol,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,19.915031909942627,0.17191386222839355
5,87,no_sol,no_sol,no_sol,no_sol,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,19.915031909942627,0.168975830078125
5,87,no_sol,no_sol,no_sol,no_sol,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.915031909942627,0.15907526016235352
5,87,no_sol,no_sol,no_sol,no_sol,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.915031909942627,0.1684894561767578
5,87,no_sol,no_sol,no_sol,no_sol,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,19.915031909942627,0.15859627723693848
5,87,no_sol,no_sol,no_sol,no_sol,249.06770833333334,257.24515969482286,291.90416666666664,156.37602245646727,19.915031909942627,0.13216781616210938
5,87,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.915031909942627,0.13543415069580078
5,87,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.915031909942627,0.13990116119384766
5,87,no_sol,no_sol,no_sol,no_sol,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,19.915031909942627,0.17181897163391113
5,87,no_sol,no_sol,no_sol,no_sol,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.915031909942627,0.18543744087219238
5,87,no_sol,no_sol,no_sol,no_sol,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,19.915031909942627,0.17534494400024414
30,no,84.60162790697674,15.475232558139535,321.4871199999999,16.999999999999993,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.915031909942627,0.3195536136627197
30,no,84.71682926829268,16.681951219512197,293.7309677419355,19.0,262.66770833333334,270.722787757911,310.02500029479165,159.8307387614777,19.915031909942627,0.2493605613708496
30,no,86.17620253164557,23.265063291139235,310.11181818181814,30.0,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,19.915031909942627,0.25626444816589355
